"","Item_Number","Set_Name","Amazon_Price","Year","Pages","unique_pieces","Theme","Pieces","Price","Ages","Minifigures","Packaging","Weight","Availability","Size"
"1856","70830","Sweet Mayhem's Systar Starship!",NA,2019,NA,"188","The LEGO Movie 2","502",NA,"Ages_9+",3,"Box","0.91Kg (2 lb)","Retail","Small"
"1857","70831","Emmet's Dream House/Rescue Rocket!",NA,2019,NA,"197","The LEGO Movie 2","706",NA,"Ages_8+",4,"Box","1.14Kg (2.51 lb)","Retail","Small"
"1858","70832","Emmet's Builder Box!",NA,2019,NA,"76","The LEGO Movie 2","125",NA,"Ages_5+",1,"Plastic box","NA","Retail","Small"
"1859","70833","Lucy's Builder Box!",NA,2019,NA,"71","The LEGO Movie 2","141",NA,"Ages_5+",2,"Plastic box","NA","Retail","Small"
"1860","70834","MetalBeard's Heavy Metal Motor Trike!",NA,2019,NA,"189","The LEGO Movie 2","461",NA,"Ages_7+",2,"Box","NA","Retail","Small"
"1861","70835","Rex's Rexplorer!",NA,2019,NA,"299","The LEGO Movie 2","1187",NA,"Ages_9+",2,"Box","1.66Kg (3.66 lb)","Retail","Small"
"1862","70836","Battle-Ready Batman and MetalBeard",NA,2019,NA,"98","The LEGO Movie 2","168",NA,"Ages_NA",2,"Box","0.24Kg (0.53 lb)","Retail","Small"
"1863","70837","Shimmer & Shine Sparkle Spa!",NA,2019,NA,"209","The LEGO Movie 2","691",NA,"Ages_7+",8,"Box","NA","Retail","Small"
"1864","70838","Queen Watevra's ‘So-Not-Evil' Space Palace",NA,2019,NA,"276","The LEGO Movie 2","995",NA,"Ages_9+",5,"Box","NA","Retail","Small"
"1865","70839","The Rexcelsior!",NA,2019,NA,"378","The LEGO Movie 2","1826",NA,"Ages_10+",4,"Box","NA","Retail","Small"
"1866","70840","Welcome to Apocalypseburg!",NA,2019,NA,"699","The LEGO Movie 2","3178",NA,"Ages_16+",13,"Box","NA","LEGO exclusive","Small"
"1867","70841","Benny's Space Squad",NA,2019,NA,"53","The LEGO Movie 2","68",NA,"Ages_5+",5,"Box","0.09Kg (0.2 lb)","Retail","Small"
"1868","70842","Emmet's Triple-Decker Couch Mech",NA,2019,NA,"99","The LEGO Movie 2","312",NA,"Ages_8+",3,"Box","NA","Retail","Small"
"1869","70847","Good Morning Sparkle Babies!",NA,2019,NA,"44","The LEGO Movie 2","50",NA,"Ages_NA",4,"Box","NA","Retail","Small"
"1870","70848","Systar Party Crew",NA,2019,NA,"107","The LEGO Movie 2","196",NA,"Ages_7+",2,"Box","NA","Retail","Small"
"1871","70849","Wyld-Mayhem Star Fighter",NA,2019,NA,"157","The LEGO Movie 2","405",NA,"Ages_8+",4,"Box","NA","Retail","Small"
"1872","70918","The Bat-Dune Buggy",NA,2018,NA,"92","The LEGO Batman Movie","198",NA,"Ages_7 - 14",2,"Box","NA","Retail","Small"
"1873","70919","The Justice League Anniversary Party",NA,2018,NA,"110","The LEGO Batman Movie","267",NA,"Ages_7 - 14",4,"Box","NA","Retail","Small"
"1874","70920","Egghead Mech Food Fight",NA,2018,NA,"131","The LEGO Batman Movie","293",NA,"Ages_7 - 14",3,"Box","NA","Retail","Small"
"1875","70921","Harley Quinn Cannonball Attack",NA,2018,NA,"200","The LEGO Batman Movie","425",NA,"Ages_7 - 14",4,"Box","NA","Retail","Small"
"1876","70923","The Bat-Space Shuttle",NA,2018,NA,"239","The LEGO Batman Movie","643",NA,"Ages_7 - 14",6,"Box","NA","Retail","Small"
"1877","71020","Friends are Family Harley Quinn",NA,2018,NA,NA,"Collectable Minifigures","7",NA,"Ages_5+",1,"Foil pack","NA","Retail","Small"
"1878","71021","Elephant Girl",NA,2018,NA,NA,"Collectable Minifigures","6",NA,"Ages_5+",1,"Foil pack","NA","Retail","Small"
"1879","71022","Harry Potter",NA,2018,NA,NA,"Collectable Minifigures","8",NA,"Ages_5+",1,"Foil pack","NA","Retail","Small"
"1880","71023","Awesome Remix Emmet",NA,2019,NA,NA,"Collectable Minifigures","7",NA,"Ages_5+",1,"Foil pack","NA","Retail","Small"
"1881","71024","Vintage Mickey",NA,2019,NA,NA,"Collectable Minifigures","5",NA,"Ages_NA",1,"Foil pack","NA","Retail","Small"
"1882","71025","Video Game Champ",NA,2019,NA,NA,"Collectable Minifigures","7",NA,"Ages_5+",1,"Foil pack","NA","Retail","Small"
"1883","71026","Mister Miracle",NA,2020,NA,NA,"Collectable Minifigures","10",NA,"Ages_5+",1,"Foil pack","0.01Kg (0.02 lb)","Retail","Small"
"1884","71027","Piñata Boy",NA,2020,NA,NA,"Collectable Minifigures","9",NA,"Ages_5+",1,"Foil pack","0.01Kg (0.02 lb)","Retail","Small"
"1885","71028","Harry Potter",NA,2020,NA,NA,"Collectable Minifigures","8",NA,"Ages_5+",1,"Foil pack","0.01Kg (0.02 lb)","Retail","Small"
"1886","71043","Hogwarts Castle",NA,2018,NA,"624","Harry Potter","6020",NA,"Ages_NA",28,"Box","NA","LEGO exclusive","Small"
"1887","71044","Disney Train and Station",NA,2019,NA,"511","Disney","2925",NA,"Ages_12+",5,"Box","4.12Kg (9.09 lb)","LEGO exclusive","Small"
"1888","71360","Adventures with Mario",NA,2020,NA,"113","Super Mario","231",NA,"Ages_6+",3,"Box","NA","Retail","Small"
"1889","71361","Paragoomba",NA,2020,NA,NA,"Super Mario","NA",NA,"Ages_NA",1,"Foil pack","NA","Retail","Small"
"1890","71362","Guarded Fortress",NA,2020,NA,"193","Super Mario","468",NA,"Ages_8+",3,"Box","NA","Retail","Small"
"1891","71363","Desert Pokey",NA,2020,NA,"70","Super Mario","180",NA,"Ages_NA",2,"Box","NA","Retail","Small"
"1892","71364","Whomp's Lava Trouble",NA,2020,NA,"56","Super Mario","133",NA,"Ages_NA",2,"Box","NA","Retail","Small"
"1893","71365","Piranha Plant Power Slide",NA,2020,NA,"78","Super Mario","217",NA,"Ages_NA",4,"Box","NA","Retail","Small"
"1894","71366","Boomer Bill Barrage",NA,2020,NA,"70","Super Mario","132",NA,"Ages_7+",4,"Box","NA","Retail","Small"
"1895","71367","Mario's House & Yoshi",NA,2020,NA,"114","Super Mario","205",NA,"Ages_NA",2,"Box","NA","Retail","Small"
"1896","71368","Toad's Treasure Hunt",NA,2020,NA,"196","Super Mario","464",NA,"Ages_8+",5,"Box","NA","Retail","Small"
"1897","71369","Bowser's Castle Boss Battle",NA,2020,NA,"346","Super Mario","1010",NA,"Ages_8+",4,"Box","NA","Retail","Small"
"1898","71370","Fire Mario Power-Up Pack ",NA,2020,NA,"9","Super Mario","11",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"1899","71371","Propeller Mario Power-Up Pack",NA,2020,NA,"11","Super Mario","13",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"1900","71372","Cat Mario Power-Up Pack",NA,2020,NA,"9","Super Mario","11",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"1901","71373","Builder Mario Power-Up Pack",NA,2020,NA,"8","Super Mario","10",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"1902","71374","Nintendo Entertainment System",NA,2020,NA,"516","Super Mario","2646",NA,"Ages_18+",1,"Box","NA","LEGO exclusive","Small"
"1903","71376","Thwomp Drop",NA,2020,NA,"159","Super Mario","393",NA,"Ages_8+",3,"Box","NA","Retail - limited","Small"
"1904","71377","King Boo and the Haunted Yard",NA,2020,NA,"144","Super Mario","431",NA,"Ages_8+",7,"Box","NA","Retail - limited","Small"
"1905","71380",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1906","71383",NA,"€42.06*",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1907","71386",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1908","71398",NA,"€31.87*",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1909","71401",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1910","71405",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1911","71408",NA,"€82.23",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1912","71415",NA,"€20.39",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1913","71418",NA,"€47.81",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1914","71699","Thunder Raider",NA,2020,NA,"191","Ninjago","576",NA,"Ages_8+",5,"Box","0.87Kg (1.92 lb)","Retail","Small"
"1915","71700","Jungle Raider",NA,2020,NA,"61","Ninjago","127",NA,"Ages_7+",1,"Box","0.15Kg (0.33 lb)","Retail","Small"
"1916","71701","Kai's Fire Dragon",NA,2020,NA,"48","Ninjago","81",NA,"Ages_4+",2,"Box","0.2Kg (0.44 lb)","Retail","Small"
"1917","71702","Golden Mech",NA,2020,NA,"172","Ninjago","489",NA,"Ages_8+",4,"Box","0.61Kg (1.34 lb)","Retail","Small"
"1918","71703","Storm Fighter Battle",NA,2020,NA,"96","Ninjago","165",NA,"Ages_4+",3,"Box","0.43Kg (0.95 lb)","Retail","Small"
"1919","71704","Kai Fighter",NA,2020,NA,"174","Ninjago","513",NA,"Ages_8+",4,"Box","0.65Kg (1.43 lb)","Retail","Small"
"1920","71705","Destiny's Bounty",NA,2020,NA,"479","Ninjago","1781",NA,"Ages_9+",7,"Box","2.04Kg (4.49 lb)","Retail","Small"
"1921","71706","Cole's Speeder Car",NA,2020,NA,"32","Ninjago","52",NA,"Ages_4+",2,"Box","0.14Kg (0.31 lb)","Retail","Small"
"1922","71707","Kai's Mech Jet",NA,2020,NA,"94","Ninjago","217",NA,"Ages_7+",2,"Box","0.36Kg (0.79 lb)","Retail","Small"
"1923","71708","Gamer's Market",NA,2020,NA,"133","Ninjago","218",NA,"Ages_7+",9,"Box","0.32Kg (0.7 lb)","Retail","Small"
"1924","71709","Jay and Lloyd's Velocity Racers",NA,2020,NA,"142","Ninjago","322",NA,"Ages_7+",3,"Box","0.46Kg (1.01 lb)","Retail","Small"
"1925","71710","Ninja Tuner Car",NA,2020,NA,"143","Ninjago","419",NA,"Ages_8+",4,"Box","0.69Kg (1.52 lb)","Retail","Small"
"1926","71711","Jay's Cyber Dragon",NA,2020,NA,"189","Ninjago","518",NA,"Ages_8+",5,"Box","0.66Kg (1.45 lb)","Retail","Small"
"1927","71712","Empire Temple of Madness",NA,2020,NA,"267","Ninjago","810",NA,"Ages_9+",6,"Box","1.29Kg (2.84 lb)","Retail","Small"
"1928","71713","Empire Dragon",NA,2020,NA,"118","Ninjago","286",NA,"Ages_8+",3,"Box","0.44Kg (0.97 lb)","Retail","Small"
"1929","71714","Kai Avatar - Arcade Pod",NA,2020,NA,"31","Ninjago","49",NA,"Ages_7+",2,"Box with backing card","0.14Kg (0.31 lb)","Retail","Small"
"1930","71715","Jay Avatar - Arcade Pod",NA,2020,NA,"28","Ninjago","47",NA,"Ages_7+",2,"Box with backing card","0.14Kg (0.31 lb)","Retail","Small"
"1931","71716","Lloyd Avatar - Arcade Pod",NA,2020,NA,"28","Ninjago","48",NA,"Ages_7+",2,"Box with backing card","0.14Kg (0.31 lb)","Retail","Small"
"1932","71717","Journey to the Skull Dungeons",NA,2020,NA,"164","Ninjago","401",NA,"Ages_7+",4,"Box","0.56Kg (1.24 lb)","Retail","Small"
"1933","71718","Wu's Battle Dragon",NA,2020,NA,"110","Ninjago","321",NA,"Ages_7+",2,"Box","0.32Kg (0.7 lb)","Retail","Small"
"1934","71719","Zane's Mino Creature",NA,2020,NA,"203","Ninjago","616",NA,"Ages_8+",4,"Box","0.81Kg (1.78 lb)","Retail","Small"
"1935","71720","Fire Stone Mech",NA,2020,NA,"260","Ninjago","968",NA,"Ages_9+",5,"Box","1.03Kg (2.27 lb)","Retail","Small"
"1936","71721","Skull Sorcerer's Dragon",NA,2020,NA,"303","Ninjago","1016",NA,"Ages_9+",7,"Box","1.17Kg (2.58 lb)","Retail","Small"
"1937","71722","Skull Sorcerer's Dungeons",NA,2020,NA,"426","Ninjago","1171",NA,"Ages_9+",8,"Box","1.9Kg (4.2 lb)","Retail","Small"
"1938","71730",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1939","71733",NA,"€17.85*",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1940","71736",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1941","71739",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1942","71745",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1943","71748",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1944","71752",NA,"€72.38",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1945","71755",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1946","71757",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1947","71761",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1948","71764",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1949","71767",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1950","71770",NA,"€50.73",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1951","71773",NA,"€75.85",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1952","71780",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1953","71783",NA,"€35.06",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1954","71786",NA,"€79.68",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1955","72001","Lance's Hover Jouster",NA,2018,NA,"89","Nexo Knights","217",NA,"Ages_7 - 14",3,"Box","NA","Retail - limited","Small"
"1956","72002","Twinfector",NA,2018,NA,"76","Nexo Knights","191",NA,"Ages_7 - 14",3,"Box","NA","Retail","Small"
"1957","72003","Berserker Bomber",NA,2018,NA,"148","Nexo Knights","369",NA,"Ages_8 - 14",3,"Box","NA","Retail","Small"
"1958","72004","Tech Wizard Showdown",NA,2018,NA,"200","Nexo Knights","506",NA,"Ages_8 - 14",3,"Box","NA","Retail","Small"
"1959","72005","Aaron's X-bow",NA,2018,NA,"189","Nexo Knights","569",NA,"Ages_8 - 14",4,"Box","NA","Retail","Small"
"1960","72006","Axl's Rolling Arsenal",NA,2018,NA,"195","Nexo Knights","604",NA,"Ages_8 - 14",4,"Box","NA","Retail","Small"
"1961","75181","Y-wing Starfighter",NA,2018,NA,"359","Star Wars","1967",NA,"Ages_14+",2,"Box","NA","LEGO exclusive","Small"
"1962","75188","Resistance Bomber (Finch Dallow version)",NA,2018,NA,NA,"NA","NA",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"1963","75193","Millennium Falcon Microfighter",NA,2018,NA,"48","Star Wars","92",NA,"Ages_6 - 12",1,"Box","0.11Kg (0.25 lb)","Retail","Small"
"1964","75194","First Order TIE Fighter Microfighter",NA,2018,NA,"47","Star Wars","91",NA,"Ages_6 - 12",1,"Box","0.11Kg (0.24 lb)","Retail","Small"
"1965","75195","Ski Speeder vs. First Order Walker Microfighters",NA,2018,NA,"94","Star Wars","216",NA,"Ages_6 - 12",2,"Box","NA","Retail","Small"
"1966","75196","A-Wing vs. TIE Silencer Microfighters",NA,2018,NA,"88","Star Wars","188",NA,"Ages_6 - 12",2,"Box","0.22Kg (0.48 lb)","Retail","Small"
"1967","75197","First Order Specialists Battle Pack",NA,2018,NA,"48","Star Wars","108",NA,"Ages_NA",4,"Box","NA","Retail","Small"
"1968","75198","Tatooine Battle Pack",NA,2018,NA,"53","Star Wars","97",NA,"Ages_6 - 12",4,"Box","NA","Retail","Small"
"1969","75199","General Grievous' Combat Speeder",NA,2018,NA,"76","Star Wars","157",NA,"Ages_7 - 12",2,"Box","0.3Kg (0.66 lb)","Retail","Small"
"1970","75200","Ahch-To Island Training",NA,2018,NA,"129","Star Wars","241",NA,"Ages_NA",2,"Box","0.39Kg (0.86 lb)","Retail","Small"
"1971","75201","First Order AT-ST",NA,2018,NA,"157","Star Wars","370",NA,"Ages_8 - 14",4,"Box","NA","Retail","Small"
"1972","75202","Defense of Crait",NA,2018,NA,"289","Star Wars","746",NA,"Ages_NA",5,"Box","NA","Retail","Small"
"1973","75203","Hoth Medical Chamber",NA,2018,NA,"120","Star Wars","255",NA,"Ages_7+",4,"Box","NA","Retail","Small"
"1974","75204","Sandspeeder",NA,2018,NA,"110","Star Wars","278",NA,"Ages_7 - 12",2,"Box","NA","Retail - limited","Small"
"1975","75205","Mos Eisley Cantina",NA,2018,NA,"142","Star Wars","376",NA,"Ages_8 - 14",4,"Box","NA","Retail - limited","Small"
"1976","75206","Jedi and Clone Troopers Battle Pack",NA,2018,NA,"54","Star Wars","102",NA,"Ages_6 - 12",4,"Box","0.13Kg (0.29 lb)","Retail","Small"
"1977","75207","Imperial Patrol Battle Pack",NA,2018,NA,"43","Star Wars","99",NA,"Ages_NA",4,"Box","NA","Retail","Small"
"1978","75208","Yoda's Hut",NA,2018,NA,"139","Star Wars","229",NA,"Ages_7 - 12",3,"Box","0.38Kg (0.84 lb)","Retail - limited","Small"
"1979","75209","Han Solo's Landspeeder",NA,2018,NA,"126","Star Wars","345",NA,"Ages_NA",2,"Box","0.42Kg (0.93 lb)","Retail","Small"
"1980","75210","Moloch's Landspeeder",NA,2018,NA,"163","Star Wars","464",NA,"Ages_NA",2,"Box","0.65Kg (1.43 lb)","Retail","Small"
"1981","75211","Imperial TIE Fighter",NA,2018,NA,"129","Star Wars","519",NA,"Ages_NA",4,"Box","0.89Kg (1.96 lb)","Retail","Small"
"1982","75212","Kessel Run Millennium Falcon",NA,2018,NA,"318","Star Wars","1414",NA,"Ages_NA",7,"Box","2.57Kg (5.66 lb)","Retail","Small"
"1983","75213","Star Wars Advent Calendar",NA,2018,NA,"186","Star Wars","307",NA,"Ages_6 - 14",8,"Box","NA","Retail","Small"
"1984","75214","Anakin's Jedi Starfighter",NA,2018,NA,"111","Star Wars","247",NA,"Ages_NA",2,"Box","0.42Kg (0.93 lb)","Retail","Small"
"1985","75215","Cloud-Rider Swoop Bikes",NA,2018,NA,"148","Star Wars","355",NA,"Ages_NA",3,"Box","0.37Kg (0.81 lb)","NA","Small"
"1986","75216","Snoke's Throne Room",NA,2018,NA,"166","Star Wars","492",NA,"Ages_NA",5,"Box","0.82Kg (1.81 lb)","Retail","Small"
"1987","75217","Imperial Conveyex Transport",NA,2018,NA,"187","Star Wars","622",NA,"Ages_8 - 14",5,"Box","1.01Kg (2.22 lb)","Retail","Small"
"1988","75218","X-wing Starfighter",NA,2018,NA,"224","Star Wars","731",NA,"Ages_NA",4,"Box","1.06Kg (2.33 lb)","Retail","Small"
"1989","75219","Imperial AT-Hauler",NA,2018,NA,"206","Star Wars","829",NA,"Ages_9 - 14",5,"Box","1.4Kg (3.08 lb)","Retail","Small"
"1990","75220","Sandcrawler",NA,2018,NA,"277","Star Wars","1239",NA,"Ages_NA",6,"Box","1.77Kg (3.9 lb)","Retail","Small"
"1991","75221","Imperial Landing Craft",NA,2018,NA,"191","Star Wars","636",NA,"Ages_9+",5,"Box","1.17Kg (2.58 lb)","Retail","Small"
"1992","75222","Betrayal at Cloud City",NA,2018,NA,"676","Star Wars","2812",NA,"Ages_14+",21,"Box","NA","LEGO exclusive","Small"
"1993","75223","Naboo Starfighter Microfighter",NA,2019,NA,"42","Star Wars","62",NA,"Ages_NA",1,"Box","0.08Kg (0.18 lb)","Retail","Small"
"1994","75224","Sith Infiltrator Microfighter",NA,2019,NA,"45","Star Wars","92",NA,"Ages_NA",1,"Box","0.1Kg (0.22 lb)","Retail","Small"
"1995","75225","Elite Praetorian Guard Battle Pack",NA,2019,NA,"52","Star Wars","109",NA,"Ages_NA",5,"Box","0.12Kg (0.26 lb)","Retail","Small"
"1996","75226","Inferno Squad Battle Pack",NA,2019,NA,"52","Star Wars","118",NA,"Ages_NA",4,"Box","0.12Kg (0.26 lb)","Retail","Small"
"1997","75227","Darth Vader Bust",NA,2019,NA,"95","Star Wars","327",NA,"Ages_14+",NA,"Box","NA","Retail - limited","Small"
"1998","75228","Escape Pod vs. Dewback Microfighters",NA,2019,NA,"80","Star Wars","177",NA,"Ages_NA",3,"Box","0.2Kg (0.44 lb)","Retail","Small"
"1999","75229","Death Star Escape",NA,2019,NA,"110","Star Wars","329",NA,"Ages_7+",4,"Box","0.44Kg (0.97 lb)","Retail","Small"
"2000","75230","Porg",NA,2018,NA,"189","Star Wars","811",NA,"Ages_9 - 14",NA,"Box","0.91Kg (2 lb)","Retail","Small"
"2001","75232","Kylo Ren & Sith Trooper",NA,2019,NA,"73","BrickHeadz","240",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"2002","75233","Droid Gunship",NA,2019,NA,"150","Star Wars","389",NA,"Ages_8+",4,"Box","0.65Kg (1.43 lb)","Retail","Small"
"2003","75234","AT-AP Walker",NA,2019,NA,"214","Star Wars","689",NA,"Ages_9+",5,"Box","0.98Kg (2.16 lb)","Retail","Small"
"2004","75235","X-wing Starfighter Trench Run",NA,2019,NA,"65","Star Wars","132",NA,"Ages_4+",3,"Box","0.36Kg (0.79 lb)","Retail","Small"
"2005","75236","Duel on Starkiller Base",NA,2019,NA,"83","Star Wars","191",NA,"Ages_NA",2,"Box","NA","Retail","Small"
"2006","75237","TIE Fighter Attack",NA,2019,NA,"50","Star Wars","77",NA,"Ages_4+",2,"Box","0.26Kg (0.57 lb)","Retail","Small"
"2007","75238","Action Battle Endor Assault",NA,2019,NA,"108","Star Wars","193",NA,"Ages_7+",2,"Box","NA","Retail","Small"
"2008","75239","Action Battle Hoth Generator Attack",NA,2019,NA,"101","Star Wars","235",NA,"Ages_7+",2,"Box","NA","Retail","Small"
"2009","75240","Major Vonreg's TIE Fighter",NA,2019,NA,"151","Star Wars","496",NA,"Ages_8+",4,"Box","NA","Retail","Small"
"2010","75241","Action Battle Echo Base Defense",NA,2019,NA,"192","Star Wars","504",NA,"Ages_8+",6,"Box","NA","Retail","Small"
"2011","75242","Black Ace TIE Interceptor",NA,2019,NA,"161","Star Wars","396",NA,"Ages_8+",3,"Box","NA","Retail","Small"
"2012","75243","Slave I - 20th Anniversary Edition",NA,2019,NA,"296","Star Wars","1007",NA,"Ages_10+",6,"Box","NA","Retail","Small"
"2013","75244","Tantive IV",NA,2019,NA,"387","Star Wars","1768",NA,"Ages_12+",6,"Box","NA","LEGO exclusive","Small"
"2014","75245","Star Wars Advent Calendar",NA,2019,NA,"179","Star Wars","280",NA,"Ages_NA",9,"Box","NA","Retail","Small"
"2015","75246","Death Star Cannon",NA,2019,NA,"79","Star Wars","159",NA,"Ages_7+",2,"Box","NA","Retail","Small"
"2016","75247","Rebel A-wing Starfighter",NA,2019,NA,"44","Star Wars","62",NA,"Ages_4+",2,"Box","0.18Kg (0.4 lb)","Retail","Small"
"2017","75248","Resistance A-wing Starfighter",NA,2019,NA,"112","Star Wars","269",NA,"Ages_7+",2,"Box","NA","Retail","Small"
"2018","75249","Resistance Y-wing Starfighter",NA,2019,NA,"178","Star Wars","578",NA,"Ages_8+",5,"Box","NA","Retail","Small"
"2019","75250","Pasaana Speeder Chase",NA,2019,NA,"179","Star Wars","373",NA,"Ages_8+",4,"Box","NA","Retail","Small"
"2020","75251","Darth Vader's Castle",NA,2019,NA,"285","Star Wars","1060",NA,"Ages_9+",6,"Box","NA","Retail","Small"
"2021","75252","Imperial Star Destroyer",NA,2019,NA,"450","Star Wars","4784",NA,"Ages_16+",2,"Box","12.42Kg (27.36 lb)","LEGO exclusive","Small"
"2022","75253","Droid Commander",NA,2019,NA,"351","Star Wars","1177",NA,"Ages_8+",NA,"Box","NA","Retail","Small"
"2023","75254","AT-ST Raider",NA,2019,NA,"215","Star Wars","540",NA,"Ages_8+",4,"Box","NA","Retail","Small"
"2024","75255","Yoda",NA,2019,NA,"236","Star Wars","1771",NA,"Ages_10+",1,"Box","NA","Retail","Small"
"2025","75256","Kylo Ren's Shuttle",NA,2019,NA,"274","Star Wars","1005",NA,"Ages_10+",6,"Box","NA","Retail","Small"
"2026","75257","Millennium Falcon",NA,2019,NA,"357","Star Wars","1351",NA,"Ages_9+",7,"Box","NA","Retail","Small"
"2027","75258","Anakin's Podracer – 20th Anniversary Edition",NA,2019,NA,"111","Star Wars","279",NA,"Ages_7+",3,"Box","NA","Retail","Small"
"2028","75259","Snowspeeder – 20th Anniversary Edition",NA,2019,NA,"160","Star Wars","309",NA,"Ages_7+",4,"Box","NA","Retail","Small"
"2029","75261","Clone Scout Walker – 20th Anniversary Edition",NA,2019,NA,"110","Star Wars","250",NA,"Ages_NA",5,"Box","NA","Retail","Small"
"2030","75262","Imperial Dropship – 20th Anniversary Edition",NA,2019,NA,"59","Star Wars","125",NA,"Ages_NA",5,"Box","NA","Retail","Small"
"2031","75263","Resistance Y-wing Microfighter",NA,2020,NA,"44","Star Wars","86",NA,"Ages_6+",1,"Box","0.09Kg (0.2 lb)","Retail","Small"
"2032","75264","Kylo Ren's Shuttle Microfighter",NA,2020,NA,"40","Star Wars","72",NA,"Ages_6+",1,"Box","0.09Kg (0.2 lb)","Retail","Small"
"2033","75265","T-16 Skyhopper vs Bantha Microfighters",NA,2020,NA,"100","Star Wars","198",NA,"Ages_6+",2,"Box","0.17Kg (0.37 lb)","Retail","Small"
"2034","75266","Sith Troopers Battle Pack",NA,2020,NA,"51","Star Wars","105",NA,"Ages_6+",4,"Box","0.12Kg (0.26 lb)","Retail","Small"
"2035","75267","Mandalorian Battle Pack",NA,2020,NA,"59","Star Wars","102",NA,"Ages_6+",4,"Box","0.12Kg (0.26 lb)","Retail","Small"
"2036","75268","Snowspeeder",NA,2020,NA,"64","Star Wars","91",NA,"Ages_4+",2,"Box","0.23Kg (0.51 lb)","Retail","Small"
"2037","75269","Duel on Mustafar ",NA,2020,NA,"84","Star Wars","208",NA,"Ages_7+",2,"Box","0.28Kg (0.62 lb)","Retail","Small"
"2038","75270","Obi-Wan's Hut",NA,2020,NA,"118","Star Wars","200",NA,"Ages_7+",4,"Box","0.34Kg (0.75 lb)","Retail","Small"
"2039","75271","Luke Skywalker's Landspeeder",NA,2020,NA,"104","Star Wars","236",NA,"Ages_7+",3,"Box","0.31Kg (0.68 lb)","NA","Small"
"2040","75272","Sith TIE Fighter",NA,2020,NA,"127","Star Wars","470",NA,"Ages_9+",3,"Box","1.01Kg (2.22 lb)","Retail","Small"
"2041","75273","Poe Dameron's X-wing Fighter",NA,2020,NA,"219","Star Wars","761",NA,"Ages_9+",4,"Box","1Kg (2.2 lb)","Retail","Small"
"2042","75274","TIE Fighter Pilot Helmet",NA,2020,NA,"155","Star Wars","724",NA,"Ages_18+",NA,"Box","NA","NA","Small"
"2043","75275","A-wing Starfighter",NA,2020,NA,"355","Star Wars","1673",NA,"Ages_18+",1,"Box","NA","LEGO exclusive","Small"
"2044","75276","Stormtrooper Helmet",NA,2020,NA,"155","Star Wars","647",NA,"Ages_18+",NA,"Box","0.87Kg (1.92 lb)","NA","Small"
"2045","75277","Boba Fett Helmet",NA,2020,NA,"172","Star Wars","625",NA,"Ages_18+",NA,"Box","0.87Kg (1.92 lb)","NA","Small"
